Deck Profile,Deck Name,Date,Country,Author,Placement,Tournament,Host,leader_id,set_name,extraction_dt
st10luffy,Red Purple Luffy,2/1/2025,EU,krullzorz,14th Place,TC,OPE(900),ST10-002,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,2/1/2025,Spain,YassupRyuuji,1st Place,SB(5-0),La Escotilla,OP09-001,op-09-the-new-emperor-decks,2026-03-27
op9luffy,Black Purple Luffy,1/31/2025,OCE,DarcyHealey4,1st Place,SB(4-0),LGS,OP09-061,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/30/2025,Australia,EthanJC1,1st Place,SB,Beyond Odyssey(41),ST13-003,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,1/30/2025,US,Edgar Sanchez,1st Place,SB(4-0),Galactic Gamez(24),OP07-079,op-09-the-new-emperor-decks,2026-03-27
op9luffy,Black Purple Luffy,1/30/2025,Chile,JROPTCG,1st Place,SB(5-0),Zona X Gamer(17),OP09-061,op-09-the-new-emperor-decks,2026-03-27
op1zoro,Red Zoro,1/29/2025,Italy,Saul,1st Place,SB(4-0),La Contea Nerd,OP01-001,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/28/2025,Panama,Gustavo Mejia (Goken Pirates),1st Place,SB(4-0),Korasama(22),OP09-001,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/28/2025,Canada,Veigard,1st Place,SB(4-0),Nekos,P-011,op-09-the-new-emperor-decks,2026-03-27
op1zoro,Red Zoro,1/26/2025,Italy,ryo_mb,2nd Place,Shop Event,Safara-Pordenone(23),OP01-001,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,1/26/2025,Italy,Rosario Tesauro,1st Place,SB,Arcadia Games Ragusa,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op5enel,Yellow Enel,1/26/2025,Canada,Veigard,1st Place,SB(4-0),Nekos,OP05-098,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/25/2025,Oceania,Adachi,1st Place,OCE Final,TAK Games,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/25/2025,Oceania,Braden Turner,2nd Place,OCE Final,TAK Games,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op7boa,Blue Boa Hancock,1/25/2025,Oceania,Noos,Top-4,OCE Final,TAK Games,OP07-038,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/25/2025,Oceania,BigPotate,Top-4,OCE Final,TAK Games,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,1/25/2025,Oceania,DoubleRainbow,Top-8,OCE Final,TAK Games,OP05-060,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/25/2025,Oceania,Raymond,Top-8,OCE Final,TAK Games,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/25/2025,Oceania,Zac,Top-8,OCE Final,TAK Games,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,1/25/2025,Oceania,Poeydw,Top-8,OCE Final,TAK Games,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/25/2025,Oceania,Leon Le,Top-16,OCE Final,TAK Games,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,1/25/2025,Oceania,Jason Larry,Top-16,OCE Final,TAK Games,OP05-060,op-09-the-new-emperor-decks,2026-03-27
op5enel,Yellow Enel,1/25/2025,Oceania,Walley,Top-16,OCE Final,TAK Games,OP05-098,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/25/2025,Oceania,Zhao,Top-16,OCE Final,TAK Games,ST13-003,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/25/2025,Oceania,Skwiggle,Top-16,OCE Final,TAK Games,ST13-003,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/25/2025,SG,SFK SKYE,Top-32,OCE Final,TAK Games,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op9blackbeard,Blackbeard,1/25/2025,Oceania,kayC,Top-32,OCE Final,TAK Games,OP09-081,op-09-the-new-emperor-decks,2026-03-27
op3nami,NAmi,1/25/2025,Oceania,Dan39,Top-32,OCE Final,TAK Games,OP03-040,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,1/25/2025,Oceania,Jeff,Top-32,OCE Final,TAK Games,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/25/2025,Oceania,KawaiiTsukiko,Top-32,OCE Final,TAK Games,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/25/2025,Oceania,Pan,Top-32,OCE Final,TAK Games,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/25/2025,Oceania,Frank,Top-32,OCE Final,TAK Games,OP09-001,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/25/2025,Spain,izidabOPTCG,1st Place,Shop Event(6-0),LGS(70+),ST13-003,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/25/2025,Spain,CnS3,1st Place,Shop Event,DRAGONCT(32),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op5enel,Yellow Enel,1/25/2025,Canada,TheZekekun,1st Place,Shop Event,acebunnytcg(64),OP05-098,op-09-the-new-emperor-decks,2026-03-27
st10luffy,Red Purple Luffy,1/25/2025,Canada,Vanzergrand,2nd Place,Shop Event,acebunnytcg(64),ST10-002,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,1/25/2025,Canada,Zubatzoo,Top-4,Shop Event,acebunnytcg(64),OP07-079,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,1/25/2025,Canada,Purposefullytcg,Top-4,Shop Event,acebunnytcg(64),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/24/2025,Belgium,RoronoahTCG,1st Place,SB(5-0),TCGShopE,OP09-001,op-09-the-new-emperor-decks,2026-03-27
st10luffy,Red Purple Luffy,1/23/2025,US,Jimmy Thammavong,1st Place,SB(5-0),Galactic Gamez(24),ST10-002,op-09-the-new-emperor-decks,2026-03-27
op1crocodile,Blue Purple Crocodile,1/23/2025,Australia,Joshua Smith,Top-2,SB(4-0),Beyond Odyssey Games(33),OP01-062,op-09-the-new-emperor-decks,2026-03-27
op9luffy,Black Purple Luffy,1/23/2025,UK,Joji,1st Place,SB,The Games Store(21),OP09-061,op-09-the-new-emperor-decks,2026-03-27
op3katakuri,Yellow Kata,1/23/2025,NA,Ajay Domingo,1st Place Twice,SB,LGS(15),OP03-099,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,1/22/2025,US,Youngo,1st Place,SB,Crossings Las Vegas(16),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op7bonney,Bonney,1/22/2025,Brazil,Xaropinho,1st Place,SB(5-0),Cardshop,OP07-019,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/21/2025,Belgium,Rinne,1st Place,SB(4-0),ChinoizeCup(16),OP01-060,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/21/2025,Spain,Poloski98,1st Place,SB,Store Tournament Glitch,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/19/2025,Italy,Alessio Antonini,1st Place,SB(5-0),King Toy,OP09-001,op-09-the-new-emperor-decks,2026-03-27
op5enel,Yellow Enel,1/19/2025,US,DMC_Yi,1st Place,Shop Event,wimmiebear(64),OP05-098,op-09-the-new-emperor-decks,2026-03-27
op7bonney,Bonney,1/19/2025,US,Storm One-Bull,3rd Place,Shop Event,wimmiebear(64),OP07-019,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/19/2025,US,NA,4th Place,Shop Event,wimmiebear(64),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op6perona,Perona,1/19/2025,US,Vanzergrand,Top-8,Shop Event(4-1),wimmiebear(64),OP06-021,op-09-the-new-emperor-decks,2026-03-27
op6moria,Moria,1/19/2025,Belgium,Christophe,1st Place,Shop Event(8-0),Outpost Antwerp,OP06-080,op-09-the-new-emperor-decks,2026-03-27
op6moria,Moria,1/19/2025,France,Yolohann,1st Place,SB,Ludotrotter Angers,OP06-080,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/19/2025,Canada,Luca,1st Place,SB(5-0),LGS,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op5betty,Red Yellow Betty,1/19/2025,Mexico,Flasheur,1st Place,SB(6-0),LGS,OP05-002,op-09-the-new-emperor-decks,2026-03-27
op7boa,Blue Boa Hancock,1/19/2025,USA,Jacob Mintz,2nd Place,SB,Cape Fear Collectibles(21),OP07-038,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Rob Lucci,1/19/2025,Italy,Simone Strino,2nd Place,SB,Underdome Gamers Vault(30),OP07-079,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Rob Lucci,1/19/2025,Panama,Jose Roberto Solis,1st Place,Shop Event(5-0),Uv Store(23),OP07-079,op-09-the-new-emperor-decks,2026-03-27
st10luffy,Red Purple Luffy,1/16/2025,US,Bryant Sanchez,1st Place,SB(5-0),Galactic Gamez(22),ST10-002,op-09-the-new-emperor-decks,2026-03-27
op2smoker,Smoker,1/16/2025,Australia,KeyLlua,1st Place,SB(4-0),LGS(47),OP02-093,op-09-the-new-emperor-decks,2026-03-27
st10luffy,Red Purple Luffy,1/13/2025,Italy,Bambaci,1st Place,SB(5-0),Dolly Back Fight(30),ST10-002,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/13/2025,Italy,Giaco4123,2nd Place,SB,Dolly Back Fight(30),ST13-003,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/13/2025,Italy,Ness99,Top-4,SB,Dolly Back Fight(30),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op9blackbeard,Blackbeard,1/13/2025,Italy,Caloncerogeno,Top-4,SB(4-1),Dolly Back Fight(30),OP09-081,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/12/2025,Latam,Nestor Rivera,1st Place,Latam Final,SangsangEvents,OP09-001,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/12/2025,Latam,Joao Medeiros,2nd Place,Latam Final,SangsangEvents,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op5enel,Yellow Enel,1/12/2025,Uruguay,Mateo de Sierra,3rd Place,Latam Final,SangsangEvents,OP05-098,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/12/2025,US,Holden Miller,Top-4,Latam Final,SangsangEvents,OP01-060,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/12/2025,Canada,Eric Quintana,Top-8,Latam Final,SangsangEvents,ST13-003,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/12/2025,US,Andy,Top-8,Latam Final,SangsangEvents,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,1/12/2025,Panama,Yuakin,Top-8,Latam Finals,SangsangEvents,OP05-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/12/2025,US,Yonas,Top-16,Latam Final(12-1),SangsangEvents,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/12/2025,Chile,mati24mayo,Top-16,Latam Final(10-2),SangsangEvents,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op7bonney,Bonney,1/12/2025,Latam,Najerita,Top-16,Latam Final,SangsangEvents,OP07-019,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/12/2025,Brazil,jgblinbus_jr,Top-16,Latam Final,SangsangEvents,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/12/2025,US,Javier Ovando,Top-16,Latam Final,SangsangEvents,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/12/2025,Latam,JorgeCarIos,Top-32,Latam Final(9-3),SangsangEvents,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Rob Lucci,1/12/2025,US,Seven07,Top-32,Latam Final,SangsangEvents,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op9robin,Nico Robin,1/12/2025,Latam,MemoBunker,Top-32,Latam Final,SangsangEvents,OP09-062,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/12/2025,US,Shane,Top-32,Latam Final(9-3),SangsangEvents,OP01-060,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/12/2025,SG,Jeremy,Top-32,Latam Final,SangsangEvents,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op6reiju,Blue Purple Reiju,1/12/2025,Latam,NA,Top-32,Latam Finals,SangsangEvents,OP06-042,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/12/2025,US,Jackson Hoang,Top-64,Latam Final(9-2),SangsangEvents,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Rob Lucci,1/12/2025,Latam,Veronica Mora,Top-64,Latam Final,SangsangEvents,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op9blackbeard,Blackbeard,1/12/2025,US,AwakenedTCG,Top-64,Latam FInal(9-2),SangsangEvents,OP09-081,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Rob Lucci,1/12/2025,Latam,Mike d,Top-64,Latam Final,SangsangEvents,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/12/2025,Latam,Juan Peinado,Top-64,Latam Final,SangsangEvents,OP09-001,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,1/12/2025,Latam,Ricardo,Top-64,Latam Finals,SangsangEvents,OP05-060,op-09-the-new-emperor-decks,2026-03-27
op9robin,Nico Robin,1/12/2025,Latam,Jonathan,Top-64,Latam Final,SangsangEvents,OP09-062,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Rob Lucci,1/12/2025,Belgium,Ruben Truong,1st Place,Shop Event(8-1-0),TCGShopE,OP07-079,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/12/2025,Belgium,alexVR_OP,3rd Place,Shop Event(5-2),TCGShopE,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op1zoro,Red Zoro,1/11/2025,Poland,Muniok,Top-4,Shop Event(6-2),Poznan Abordaz Event(50),OP01-001,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/11/2025,Belgium,ZINZZZ,1st Place,Shop Event(5-0),TCGShopE(21),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/11/2025,Belgium,RoronoahTCG,Top-8,Shop Event(4-2),TCGShopE(21),OP09-001,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/9/2025,NA,Postarix,1st Place,SB(3-0),LGS,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op7boa,Blue Boa Hancock,1/9/2025,Australia,Christian Revillame,1st Place,SB,Good Games Rockingham(20),OP07-038,op-09-the-new-emperor-decks,2026-03-27
op2smoker,Smoker,1/8/2025,Australia,KeyLlua,1st Place,SB4-0),LGS(46),OP02-093,op-09-the-new-emperor-decks,2026-03-27
op9robin,Nico Robin,1/8/2025,Spain,Lestevej,1st Place,SB(4-0),GeeklogiaShop,OP09-062,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Rob Lucci,1/7/2025,Belgium,Moberri,1st Place,Shop Event(4-0),ChinoizeCup(16),OP07-079,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/6/2025,Belgium,Florian,1st Place,SB(4-0),ChinoizeCup(16),ST13-003,op-09-the-new-emperor-decks,2026-03-27
op9luffy,Black Purple Luffy,1/6/2025,Chile,Jorge Recabal,1st Place,SB(4-0),Refugio Nakama(11),OP09-061,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/5/2025,USA,Cross_aii,1st Place,Nationals(12-2),PlayTCG(Nats),ST13-003,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci (Source: Egman),1/5/2025,USA,KStryder,2nd Place,Nationals,PlayTCG(Nats),OP07-079,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/5/2025,USA,Yonas,3rd Place,Nationals(12-2),PlayTCG(Nats),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,1/5/2025,USA,AndyNguyen,4rd Place,Nationals(10-4),PlayTCG(Nats),OP07-079,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy (Source: The Egman),1/5/2025,USA,Daniel,Top-8,Nationals,PlayTCG(Nats),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy (Source: The Egman),1/5/2025,USA,Aaron Weisz,Top-8,Nationals,PlayTCG(Nats),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,1/5/2025,USA,NightLoaf,Top-8,Nationals,PlayTCG(Nats),OP07-079,op-09-the-new-emperor-decks,2026-03-27
op7bonney,Bonney (Source: The Egman),1/5/2025,USA,Silent Kwak,Top-8,Nationals,PlayTCG(Nats),OP07-019,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/5/2025,USA,Tyler,Top-16,Nationals(9-2),PlayTCG(Nats),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy (Source: The Egman),1/5/2025,USA,Marc,Top-16,Nationals,PlayTCG(Nats),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy (Source: The Egman),1/5/2025,USA,Chrispy,Top-16,Nationals,PlayTCG(Nats),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy (Source: The Egman),1/5/2025,USA,Dara99a,Top-16,Nationals,PlayTCG(Nats),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Shanks (Source: The Egman),1/5/2025,USA,Vincent,Top-16,Nationals,PlayTCG(Nats),OP09-001,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy(Source: The Egman),1/5/2025,USA,Goblin,Top-16,Nationals,PlayTCG(Nats),ST13-003,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy(Source: The Egman),1/5/2025,USA,cold hands,Top-16,Nationals,PlayTCG(Nats),ST13-003,op-09-the-new-emperor-decks,2026-03-27
op9blackbeard,Blackbeard (Source: Egman),1/5/2025,USA,Shiharu,Top-16,Nationals,PlayTCG(Nats),OP09-081,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/5/2025,USA,Holden Miller,Top-32,Nationals(8-2),PlayTCG(Nats),OP01-060,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/5/2025,USA,Gary,Top-32,Nationals,PlayTCG(Nats),ST13-003,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/5/2025,USA,Eric Quintana,Top-32,Nationals,PlayTCG(Nats),ST13-003,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/5/2025,USA,Shane,Top-32,Nationals(7-3),PlayTCG(Nats),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/5/2025,USA,Carlos Ceron,Top-32,Nationals(7-2),PlayTCG(Nats),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op7bonney,Bonney,1/5/2025,USA,Fernando Gomez,Top-32,Nationals,PlayTCG(Nats),OP07-019,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,1/5/2025,Italy,Giuseppe Solinas,2nd Place,NCL Qualifier(5-1),NoHeroes,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/4/2025,USA,Kenta Kawaguchi,1st Place,Bandai Fest,LCQ,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/4/2025,USA,Drago,2nd Place,Bandai Fest(8-1),LCQ,OP09-001,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/4/2025,USA,LagoTCG,5th Place,Bandai Fest(8-1),LCQ,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,1/4/2025,USA,HartTCG,Top-16(9),Bandai Fest(8-1),LCQ,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/4/2025,USA,Carl,11th Place,Bandai Fest,LCQ,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,1/4/2025,USA,John,23rd Place,Bandai Fest(7-2),LCQ,OP09-001,op-09-the-new-emperor-decks,2026-03-27
op9blackbeard,Blackbeard,1/4/2025,USA,MoonlightV_09,Top-32,Bandai Fest(7-2),LCQ,OP09-081,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,1/4/2025,USA,Penguin,35th Place,Bandai Fest(7-2),LCQ,OP05-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,1/4/2025,Germany,Domenik,Top-8,NCL Qualifier(6-1),Noheroes(134),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op3katakuri,Yellow Kata,1/4/2025,Germany,Trustonmates,Top-16,NCL Qualifier,Noheroes(134),OP03-099,op-09-the-new-emperor-decks,2026-03-27
op9blackbeard,Blackbeard,1/4/2025,Australia,KayC,2nd Place,Shop Event(7-1),Good Games,OP09-081,op-09-the-new-emperor-decks,2026-03-27
op3katakuri,Yellow Kata,1/4/2025,USA,Velhart,1st Place,SB(4-0),Bazaar Trader,OP03-099,op-09-the-new-emperor-decks,2026-03-27
st10luffy,RP Luffy,1/3/2025,US,Marios Bant,1st Place,SB(4-0),LGS,ST10-002,op-09-the-new-emperor-decks,2026-03-27
op7vegapunk,Vegapunk,1/3/2025,Spain,Breso,1st Place,SB(5-0),Geeklogia,OP07-097,op-09-the-new-emperor-decks,2026-03-27
op2smoker,Smoker,1/2/2025,Australia,KeyLlua,1st Place,SB(4-0),LGS(60),OP02-093,op-09-the-new-emperor-decks,2026-03-27
op8carrot,Carrot,1/2/2025,US,Drayko,1st Place,SB,Gatehouse Games,OP08-021,op-09-the-new-emperor-decks,2026-03-27
op7boa,Blue Hancock,12/30/2024,Belgium,Rehnay,1st Place,SB(4-0),ChinoizeCup,OP07-038,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,12/30/2024,US,Jose Galindo,1st Place,SB(3-0),Kaos,OP05-060,op-09-the-new-emperor-decks,2026-03-27
op2smoker,Smoker,12/29/2024,US,D_MoonOPTCG,1st Place,SB,LGS,OP02-093,op-09-the-new-emperor-decks,2026-03-27
op9blackbeard,Blackbeard,12/29/2024,Italy,Lorenzino_optcg,Top-8,Shop Event(5-2),Tempio di Kronos,OP09-081,op-09-the-new-emperor-decks,2026-03-27
op8chopper,Red Green Chopper,12/29/2024,Canada,Savi,1st Place,SB(5-0),Galaxy Comics n Collectibles(34),OP08-001,op-09-the-new-emperor-decks,2026-03-27
op1zoro,Red Zoro,12/29/2024,Italy,Rosario Tesauro,1st Place,Super SB,Arcadia Games Ragusa,OP01-001,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,12/29/2024,UK,Connor Young,1st Place,SB(4-0),Patriot Games,OP09-001,op-09-the-new-emperor-decks,2026-03-27
op5betty,Bello Betty,12/29/2024,US,Jose Hernandez,1st Place,SB(5-0),Sci-Fi Factory(30),OP05-002,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,12/27/2024,Belgium,Ruben Truong,1st Place,SB(4-0),TCGshopE,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op2smoker,Smoker,12/27/2024,US,I_love_dofura,1st Place,SB(5-0),RWT Collective,OP02-093,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,12/22/2024,Chile,JROPTCG,1st Place,SB(6-1),LGS,OP05-060,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,12/22/2024,Germany,TRex94,1st Place,SB(4-0),Lunti Trading(20),OP09-001,op-09-the-new-emperor-decks,2026-03-27
op5betty,Red Yellow Betty,12/22/2024,Puerto Rico,EXT guashi,1st Place,SB(5-0),DMK ESports(17),OP05-002,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,12/22/2024,Germany,AltanX,2nd Place,SB(3-1),Team Lunti Trading Card(20),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,12/22/2024,NA,Thomas Nguyen,1st Place,Webcam,PPG,OP01-060,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,12/22/2024,NA,Ryder Adkins,2nd Place,Webcam,PPG,OP05-060,op-09-the-new-emperor-decks,2026-03-27
st13luffy,BY Luffy,12/22/2024,NA,Andy Lin,Top-4,Webcam,PPG,ST13-003,op-09-the-new-emperor-decks,2026-03-27
op1zoro,Red Zoro,12/22/2024,NA,Tin Nguyen,Top-4,Webcam,PPG,OP01-001,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,12/22/2024,NA,Chris Pak,Top-8,Webcam,PPG,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,12/22/2024,NA,John Van Cristobal,Top-8,Webcam,PPG,OP09-001,op-09-the-new-emperor-decks,2026-03-27
op7lucci,Lucci,12/22/2024,NA,Aidan Uchimaru,Top-8,Webcam,PPG,OP07-079,op-09-the-new-emperor-decks,2026-03-27
op9luffy,Yonko Luffy,12/22/2024,NA,Nathan Dejesus,Top-8,Webcam,PPG,OP09-061,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,12/21/2024,NA,Zachary Viel,1st Place,TC(10-0),The Booster Box(945),OP09-001,op-09-the-new-emperor-decks,2026-03-27
op7bonney,Bonney,12/21/2024,NA,Mins bf,2nd Place,TC(9-1),The Booster Box(945),OP07-019,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy (Source: The Egman),12/21/2024,NA,Fibo,Top-4,TC,The Booster Box(945),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy (Source: The Egman),12/21/2024,NA,Tien,Top-4,TC,The Booster Box(945),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy (Source: The Egman),12/21/2024,NA,Choas,Top-8,TC,The Booster Box(945),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,12/21/2024,NA,Zent,7th Place,TC(9-1),The Booster Box(945),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,12/21/2024,NA,scaperunee,Top-8,TC,The Booster Box(945),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy (Source: The Egman),12/21/2024,NA,Elijah Quinby,Top-8,TC,The Booster Box(945),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op1doffy,Blue Doffy,12/21/2024,NA,Sam Martinez,12th Place,TC(8-2),The Booster Box(945),OP01-060,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,12/21/2024,NA,Tony,Top-32(25),TC(8-2),The Booster Box(945),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op5luffy,Purple Luffy,12/21/2024,NA,TheLuffyTV,Top-32,TC(8-2),The Booster Box(945),OP05-060,op-09-the-new-emperor-decks,2026-03-27
op9shanks,Red SHanks,12/21/2024,NA,Keneigh,NA,TC(8-2),The Booster Box(945),OP09-001,op-09-the-new-emperor-decks,2026-03-27
