deck_name,finish_dt,placement,tournament,host,set_name,leader_id,leader_name,color,color_numbers,primary_color,secondary_color,life,power
BY Luffy,2025-02-08,1st,TC,TAK Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-03-01,T4,TC,Sangsang Events,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-21,1st,SB,Store Tournament Glitch,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-12,T64,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-13,2nd,SB,Dolly Back Fight,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-10,2nd,SB,Dolly Back Fight,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-25,T8,OCE Final,TAK Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-25,T16,OCE Final,TAK Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-12,T32,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-05,2nd,NCL Qualifier,NoHeroes,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-22,T8,TC,TAK,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-25,T32,OCE Final,TAK Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-08,T4,TC,noHeroes,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-03-09,1st,Regional,One Piece Day,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2024-12-22,T4,Webcam,PPG,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-22,T16,TC,RaidnTrade,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-22,T16,TC,TAK,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-12,T16,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-22,T32,TC,RaidnTrade,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-12,T8,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-08,2nd,TC,noHeroes,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-12,1st,SB,TCGShopE,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-15,T8,TC,City Class Games Eventos,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-08,T16,TC,401 Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-22,T8,TC,RaidnTrade,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-25,1st,Shop Event,LGS,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-03-09,T16,Regional,One Piece Day,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-05,T32,Nationals,PlayTCG,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-28,1st,SB,Nikochan,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-05,T32,Nationals,PlayTCG,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-12,T4,Shop Event,TCGShopE,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-01,T8,TC,OPE,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-12,T8,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-25,T4,OCE Final,TAK Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-08,T8,TC,401 Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-22,T8,TC,TopCut,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-03-09,2nd,Regional,One Piece Day,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-25,T16,OCE Final,TAK Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-15,2nd,TC,Versus Games,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-02-02,1st,SB,Sci Fi Factory,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-30,1st,SB,Beyond Odyssey,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy,2025-01-06,1st,SB,ChinoizeCup,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy(Source: The Egman),2025-01-05,T16,Nationals,PlayTCG,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
BY Luffy(Source: The Egman),2025-01-05,T16,Nationals,PlayTCG,op-09-the-new-emperor-decks,ST13-003,Monkey.D.Luffy,Black/Yellow,2,Black,Yellow,4,5000
Bello Betty,2024-12-29,1st,SB,Sci-Fi Factory,op-09-the-new-emperor-decks,OP05-002,Belo Betty,Red/Yellow,2,Red,Yellow,4,5000
Black Purple Luffy,2025-01-23,1st,SB,The Games Store,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Black Purple Luffy,2025-01-30,1st,SB,Zona X Gamer,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Black Purple Luffy,2025-02-09,1st,SB,Sci Fi Factory,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Black Purple Luffy,2025-01-31,1st,SB,LGS,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Black Purple Luffy,2025-01-06,1st,SB,Refugio Nakama,op-09-the-new-emperor-decks,OP09-061,Monkey.D.Luffy,Purple/Black,2,Purple,Black,4,5000
Blackbeard,2025-01-13,T4,SB,Dolly Back Fight,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2024-12-29,T8,Shop Event,Tempio di Kronos,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-02-16,1st,SB,Sci Fi Factory,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-01-04,2nd,Shop Event,Good Games,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-02-08,T32,TC,TAK Games,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-02-09,1st,SB,Arcadia Games,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-01-25,T32,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-01-04,T32,Bandai Fest,LCQ,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-01-12,T64,Latam FInal,SangsangEvents,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-02-01,T32,TC,CoreTCG,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-02-01,T8,TC,OPE,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2025-02-08,1st,TC,noHeroes,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2024-12-09,1st,Win a Box,ChinoizeCup,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard,2024-12-10,T8,Shop Event,The Egman,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blackbeard (Source: Egman),2025-01-05,T16,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP09-081,Marshall.D.Teach,Black,1,Black,--,5,5000
Blue Boa Hancock,2025-01-09,1st,SB,Good Games Rockingham,op-09-the-new-emperor-decks,OP07-038,Boa Hancock,Blue,1,Blue,--,5,5000
Blue Boa Hancock,2025-01-19,2nd,SB,Cape Fear Collectibles,op-09-the-new-emperor-decks,OP07-038,Boa Hancock,Blue,1,Blue,--,5,5000
Blue Boa Hancock,2025-01-25,T4,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP07-038,Boa Hancock,Blue,1,Blue,--,5,5000
Blue Doffy,2024-12-22,2nd,SB,Team Lunti Trading Card,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-13,T4,SB,Dolly Back Fight,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-08,T16,TC,noHeroes,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-11,1st,Shop Event,TCGShopE,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-19,1st,SB,Chinoize Cup,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T4,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T16,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-01,T8,TC,OPE,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-01,2nd,TC,Sangsang Events,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-25,T16,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-08,T8,TC,TAK Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-25,T32,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-08,T4,TC,noHeroes,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T16,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-04,T16,Bandai Fest,LCQ,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-12,T16,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2024-12-18,1st,SB,spellboundgames,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-04,T8,Bandai Fest,LCQ,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2024-12-22,1st,Webcam,PPG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T4,TC,TopCut,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-05,T16,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-19,1st,SB,LGS,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-25,T32,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-15,1st,TC,Versus Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-12,T16,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-12,T32,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T8,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-09,T16,Regional,One Piece Day,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-08,T16,TC,TAK Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-01,T4,TC,Sangsang Events,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-12,T32,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-01,T8,TC,Sangsang Events,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T16,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-28,1st,SB,LGS,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-15,T8,TC,Versus Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-08,T4,Regional,One Piece Day,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-12,T16,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-04,T8,NCL Qualifier,Noheroes,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-01,1st,TC,Sangsang Events,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-04,1st,Bandai Fest,LCQ,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-09,1st,SB,LGS,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-05,T32,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-12,T4,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-08,1st,Regional,One Piece Day,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2024-12-21,T16,TC,The Booster Box,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-25,2nd,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-05,T4,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-01,T4,TC,OPE,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T8,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-25,T8,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-03-05,1st,SB,The Nostalgic Knick Knack,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-21,1st,SB,ChinoizeCup,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-05,T32,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-19,T4,Shop Event,wimmiebear,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-01,1st,TC,OPE,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-01,T8,TC,OPE,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-08,T16,TC,noHeroes,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-15,1st,TC,City Class Games Eventos,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-16,1st,Shop Event,PPG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-25,1st,OCE Final,TAK Games,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T16,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-01,1st,TC,CoreTCG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,1st,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-05,T32,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-12,2nd,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-02-22,T4,TC,TAK,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy,2025-01-25,1st,Shop Event,DRAGONCT,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy (Source: The Egman),2024-12-21,T8,TC,The Booster Box,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy (Source: The Egman),2024-12-21,T8,TC,The Booster Box,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy (Source: The Egman),2025-01-05,T16,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy (Source: The Egman),2025-01-05,T16,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy (Source: The Egman),2024-12-21,T4,TC,The Booster Box,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Doffy (Source: The Egman),2024-12-21,T4,TC,The Booster Box,op-09-the-new-emperor-decks,OP01-060,Donquixote Doflamingo,Blue,1,Blue,--,5,5000
Blue Hancock,2024-12-30,1st,SB,ChinoizeCup,op-09-the-new-emperor-decks,OP07-038,Boa Hancock,Blue,1,Blue,--,5,5000
Blue Nami,2025-02-01,T32,TC,CoreTCG,op-09-the-new-emperor-decks,OP03-040,Nami,Blue,1,Blue,--,5,5000
Blue Nami,2025-03-09,T4,Regional,One Piece Day,op-09-the-new-emperor-decks,OP03-040,Nami,Blue,1,Blue,--,5,5000
Blue Purple Crocodile,2025-01-23,2nd,SB,Beyond Odyssey Games,op-09-the-new-emperor-decks,OP01-062,Crocodile,Blue/Purple,2,Blue,Purple,4,5000
Blue Purple Reiju,2025-01-12,T32,Latam Finals,SangsangEvents,op-09-the-new-emperor-decks,OP06-042,Vinsmoke Reiju,Blue/Purple,2,Blue,Purple,4,5000
Blue Purple Reiju,2024-12-15,T4,SB,DollyBackFight,op-09-the-new-emperor-decks,OP06-042,Vinsmoke Reiju,Blue/Purple,2,Blue,Purple,4,5000
Blue Yellow Ace,2025-02-26,1st,SB,The Nostalgic Knick Knack,op-09-the-new-emperor-decks,ST13-002,Portgas.D.Ace,Blue/Yellow,2,Blue,Yellow,4,5000
Bonney,2025-01-12,T16,Latam Final,SangsangEvents,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-03-09,T8,Regional,One Piece Day,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-01-05,T32,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-01-22,1st,SB,Cardshop,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-02-22,1st,TC,RaidnTrade,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-02-04,1st,Shop Event,ChinoizeCup,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2024-12-21,2nd,TC,The Booster Box,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-02-08,T16,TC,TAK Games,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-01-19,T4,Shop Event,wimmiebear,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-02-08,2nd,TC,TAK Games,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney,2025-02-22,T16,TC,TAK,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Bonney (Source: The Egman),2025-01-05,T8,Nationals,PlayTCG,op-09-the-new-emperor-decks,OP07-019,Jewelry Bonney,Green,1,Green,--,5,5000
Buggy,2024-12-17,T4,SB,LGS,op-09-the-new-emperor-decks,OP09-042,Buggy,Blue,1,Blue,--,5,5000
Buggy,2025-02-20,1st,SB,spell breaker Games,op-09-the-new-emperor-decks,OP09-042,Buggy,Blue,1,Blue,--,5,5000
Carrot,2025-01-02,1st,SB,Gatehouse Games,op-09-the-new-emperor-decks,OP08-021,Carrot,Green,1,Green,--,5,5000
Enel,2025-02-13,1st,SB,Galactic Gamez,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Enel,2025-02-22,2nd,TC,TAK,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Enel,2025-02-11,1st,SB,Chinoize Cup,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Enel,2025-03-08,1st,SB,GeeklogiaShop,op-09-the-new-emperor-decks,OP05-098,Enel,Yellow,1,Yellow,--,4,5000
Kalgara,2025-03-06,1st,SB,Beyond Odyssey,op-09-the-new-emperor-decks,OP08-098,Kalgara,Yellow,1,Yellow,--,5,5000
Katakuri,2025-02-15,T32,TC,Versus Games,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Katakuri,2025-02-20,1st,SB,LGS,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Katakuri,2025-02-22,1st,SB,Beyond Games and Hobby,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Katakuri,2025-02-22,1st,SB,The Nostalgic Knick Knack,op-09-the-new-emperor-decks,OP03-099,Charlotte Katakuri,Yellow,1,Yellow,--,5,5000
Lim Odyssey,2025-02-15,1st,Shop Event,DRAGONCT,op-09-the-new-emperor-decks,OP09-022,Lim,Green/Purple,2,Green,Purple,4,5000
Lucci,2024-12-22,T8,Webcam,PPG,op-09-the-new-emperor-decks,OP07-079,Rob Lucci,Black,1,Black,--,5,5000
